,Features.SpearmanCorrelation.Mean,Features.SpearmanCorrelation.StandardDeviation,Features.SpearmanCorrelation.Skew,Features.SpearmanCorrelation.Kurtosis,FeaturesLabels.SpearmanCorrelation.Mean,FeaturesLabels.SpearmanCorrelation.StandardDeviation,FeaturesLabels.SpearmanCorrelation.Skew,FeaturesLabels.SpearmanCorrelation.Kurtosis,Features.Mean.Mean,Features.Mean.StandardDeviation,Features.Mean.Skew,Features.Mean.Kurtosis,Features.StandardDeviation.Mean,Features.StandardDeviation.StandardDeviation,Features.StandardDeviation.Skew,Features.StandardDeviation.Kurtosis,Features.Skew.Mean,Features.Skew.StandardDeviation,Features.Skew.Skew,Features.Skew.Kurtosis,Features.Kurtosis.Mean,Features.Kurtosis.StandardDeviation,Features.Kurtosis.Skew,Features.Kurtosis.Kurtosis,Number of Examples,Number of Features,Features.Entropy.Mean,Features.Entropy.StandardDeviation,Features.Entropy.Skew,Features.Entropy.Kurtosis,Features.MutualInformation.Mean,Features.MutualInformation.StandardDeviation,Features.MutualInformation.Skew,Features.MutualInformation.Kurtosis,FeaturesLabels.MutualInformation.Mean,FeaturesLabels.MutualInformation.StandardDeviation,FeaturesLabels.MutualInformation.Skew,FeaturesLabels.MutualInformation.Kurtosis,n_estimators,pruning_method,pruning_cp,ds,Algorithm
10,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,50,1,0.25,0,1
11,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,50,1,0.25,0,2
12,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,50,1,0.5,0,1
13,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,50,1,0.5,0,2
14,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,50,1,0.75,0,1
15,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,50,1,0.75,0,2
16,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,50,0,0.0,1,1
17,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,50,0,0.0,1,2
18,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,50,1,0.25,1,1
19,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,50,1,0.25,1,2
20,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,50,1,0.5,1,1
21,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,50,1,0.5,1,2
22,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,50,1,0.75,1,1
23,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,50,1,0.75,1,2
24,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,0,0.0,-1,1
25,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,0,0.0,-1,2
26,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,1,0.25,-1,1
27,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,1,0.25,-1,2
28,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,1,0.5,-1,1
29,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,1,0.5,-1,2
30,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,1,0.75,-1,1
31,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,1,0.75,-1,2
32,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,0,0.0,0,1
33,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,0,0.0,0,2
34,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,1,0.25,0,1
35,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,1,0.25,0,2
36,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,1,0.5,0,1
37,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,1,0.5,0,2
38,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,1,0.75,0,1
39,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,1,0.75,0,2
40,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,0,0.0,1,1
41,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,0,0.0,1,2
42,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,1,0.25,1,1
43,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,1,0.25,1,2
44,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,1,0.5,1,1
45,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,1,0.5,1,2
46,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,1,0.75,1,1
47,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,100,1,0.75,1,2
48,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,0,0.0,-1,1
49,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,0,0.0,-1,2
50,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,1,0.25,-1,1
51,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,1,0.25,-1,2
52,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,1,0.5,-1,1
53,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,1,0.5,-1,2
54,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,1,0.75,-1,1
55,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,1,0.75,-1,2
56,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,0,0.0,0,1
57,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,0,0.0,0,2
58,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,1,0.25,0,1
59,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,1,0.25,0,2
60,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,1,0.5,0,1
61,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,1,0.5,0,2
62,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,1,0.75,0,1
63,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,1,0.75,0,2
64,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,0,0.0,1,1
65,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,0,0.0,1,2
66,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,1,0.25,1,1
67,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,1,0.25,1,2
68,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,1,0.5,1,1
69,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,1,0.5,1,2
70,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,1,0.75,1,1
71,0.24321637960660222,0.17061657641556327,0.7510558831681486,-0.609505351910482,0.3485691368529924,0.31049293797503746,1.301144569721027,0.45703273837976344,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,345,6,,,,,,,,,,,,,200,1,0.75,1,2
72,-0.02109775901908474,0.10456712839152656,-2.7928755897886814,13.093953228169433,0.024279323791901057,0.39453832596218863,1.3706520272393525,1.592504255010791,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,8192,9,,,,,,,,,,,,,50,0,0.0,-1,1
73,-0.02109775901908474,0.10456712839152656,-2.7928755897886814,13.093953228169433,0.024279323791901057,0.39453832596218863,1.3706520272393525,1.592504255010791,1.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,-3.0,-3.0,0.0,0.0,-3.0,8192,9,,,,,,,,,,,,,50,0,0.0,-1,2
